Student_ID,Gender,Age,Class,Attendance,Study_Hours,Assignments_Completed,Quiz_Score,Midterm_Marks,Final_Exam_Marks,Internet_Access,Parental_Education,Extra_Curricular,Sleep_Hours,Previous_Grade,Performance
259,Other,20,10,87.5,8.2,15.0,55.6,65.1,63.3,Yes,Secondary,No,8.4,B,Poor
260,Other,22,11,77.8,10.3,12.6,92.6,50.9,45.9,Yes,Bachelor,Yes,9.7,C,Poor
261,Male,16,11,65.0,10.6,6.3,93.2,62.3,75.1,No,High School,No,4.3,A,Poor
262,Male,22,9,94.0,5.2,4.5,43.2,91.3,48.2,Yes,Bachelor,No,9.9,D,Poor
263,Female,17,10,90.1,6.4,9.5,50.6,78.1,40.3,No,Secondary,Yes,7.5,B,Poor
264,Male,22,10,82.7,8.0,6.1,97.9,63.0,42.3,Yes,Bachelor,Yes,9.4,B,Poor
265,Other,15,9,83.2,3.7,10.4,60.7,47.7,63.0,No,Secondary,Yes,8.9,C,Poor
266,Female,19,11,74.5,8.6,2.0,99.8,69.4,85.0,Yes,Master,Yes,5.4,B,Poor
267,Other,18,9,81.5,2.9,5.5,79.0,42.2,92.6,No,High School,Yes,8.0,A,Poor
268,Other,15,9,73.8,5.2,8.2,68.5,49.2,81.7,Yes,Bachelor,No,8.0,C,Poor
269,Female,17,9,78.0,7.8,4.2,87.1,69.9,76.5,No,Secondary,No,8.2,C,Poor
270,Male,17,12,96.0,8.6,7.2,54.1,40.8,45.3,Yes,Master,Yes,9.7,A,Poor
271,Female,16,10,75.6,11.8,4.0,43.0,88.8,92.4,No,Bachelor,No,6.6,A,Poor
272,Male,16,9,93.3,8.3,2.6,61.5,66.3,77.3,Yes,Bachelor,No,5.1,D,Poor
273,Female,21,11,92.6,8.6,7.2,65.3,93.2,50.0,Yes,High School,Yes,4.6,D,Poor
274,Male,22,12,90.1,7.7,12.9,92.8,83.6,93.5,No,Master,Yes,9.3,D,Poor
275,Male,15,11,84.5,1.1,13.0,71.5,84.6,83.4,Yes,Bachelor,Yes,6.6,B,Poor
276,Female,22,12,61.7,10.1,13.4,76.8,40.7,96.1,No,Master,Yes,4.4,D,Poor
277,Male,20,11,98.7,1.6,3.3,78.6,64.2,54.1,No,Master,No,4.5,D,Poor
278,Female,22,9,99.1,9.2,0.3,64.2,42.1,72.9,Yes,Bachelor,Yes,7.9,D,Poor
279,Female,20,9,91.7,10.3,5.0,86.0,76.0,83.0,No,Master,Yes,4.6,B,Poor
280,Female,15,11,92.3,11.6,4.4,71.3,82.1,42.7,Yes,Master,Yes,8.9,D,Poor
281,Female,16,10,63.4,11.2,5.9,67.4,86.9,83.0,Yes,Master,Yes,9.6,A,Poor
282,Female,22,10,98.4,1.0,11.0,73.2,66.0,75.1,Yes,Secondary,Yes,4.6,C,Poor
283,Female,21,10,67.3,11.6,14.6,67.2,48.0,64.8,No,Bachelor,Yes,5.2,C,Poor
284,Other,20,10,99.2,8.2,14.4,70.2,81.7,59.3,Yes,Bachelor,No,7.5,D,Poor
285,Female,19,9,78.5,1.3,2.2,80.2,52.0,85.0,Yes,Bachelor,No,4.9,A,Poor
286,Male,19,9,71.1,6.0,9.2,80.5,73.7,53.5,No,Secondary,No,8.2,A,Poor
287,Female,21,12,98.1,11.7,4.7,73.1,40.8,55.1,No,Secondary,No,8.5,B,Poor
288,Female,18,12,63.0,8.5,2.8,50.4,70.8,62.6,No,Bachelor,No,4.8,C,Poor
289,Female,15,12,86.9,2.7,2.3,59.4,43.1,95.9,No,Master,No,4.4,C,Poor
290,Male,18,9,90.4,2.8,8.1,64.2,61.0,93.0,No,Bachelor,No,5.8,D,Poor
291,Male,15,11,75.1,10.9,9.2,77.3,97.5,81.0,No,Master,Yes,6.3,C,Poor
292,Other,15,11,78.1,6.6,7.3,57.8,79.1,59.2,Yes,High School,Yes,9.8,A,Poor
293,Male,16,10,93.9,5.7,1.6,72.3,82.2,98.6,No,High School,Yes,4.1,C,Poor
294,Male,15,9,57.4,9.7,8.4,74.5,53.7,55.5,No,Master,No,6.6,A,Poor
295,Other,21,9,79.1,8.1,9.3,85.4,75.1,82.1,Yes,Bachelor,Yes,5.7,C,Poor
296,Female,16,12,72.2,10.0,0.5,49.4,53.2,84.8,No,Secondary,No,8.1,C,Poor
297,Other,15,10,60.5,1.1,8.9,72.2,96.8,58.3,No,Secondary,No,9.4,B,Poor
298,Male,17,10,82.8,3.8,1.7,80.3,74.0,43.3,No,High School,No,8.0,C,Poor
299,Male,16,12,97.8,4.9,10.1,54.1,57.1,44.2,Yes,Bachelor,No,6.7,C,Poor
300,Other,17,11,91.3,11.5,2.5,58.8,87.1,82.7,No,Bachelor,No,4.8,C,Poor
301,Female,22,12,71.1,4.4,8.3,50.5,76.4,90.5,Yes,Secondary,No,8.4,A,Poor
302,Male,16,9,91.6,7.4,11.5,52.8,42.2,55.6,No,Secondary,No,6.4,C,Poor
303,Female,17,9,72.9,6.5,9.9,90.9,88.4,76.8,Yes,Secondary,No,5.0,B,Poor
304,Female,22,9,64.8,6.4,0.9,62.2,42.6,52.4,No,Master,No,9.5,A,Poor
305,Other,15,11,59.6,11.7,9.5,56.4,84.5,74.7,Yes,Master,No,6.2,A,Poor
306,Female,19,10,78.2,4.9,13.0,69.2,68.9,76.3,Yes,Master,Yes,5.4,C,Poor
307,Male,18,10,62.1,7.6,12.3,79.7,64.9,59.8,Yes,Master,No,6.9,B,Poor
308,Male,21,10,56.9,7.3,2.4,77.8,42.4,74.3,Yes,Secondary,No,9.5,D,Poor
309,Other,15,11,97.6,3.4,9.1,68.3,68.9,53.2,No,Secondary,Yes,7.7,C,Poor
310,Other,17,11,96.5,7.6,1.0,62.7,47.9,41.0,No,Secondary,Yes,5.1,A,Poor
311,Male,16,12,84.7,10.9,8.1,40.1,96.3,80.7,No,Master,No,9.2,D,Poor
312,Female,18,12,70.8,9.9,13.6,90.2,74.6,65.5,No,Master,Yes,9.5,A,Poor
313,Other,19,12,66.6,1.1,11.2,40.4,71.4,71.2,No,Secondary,No,6.5,A,Poor
314,Female,17,11,66.8,6.9,8.5,76.7,99.5,63.8,Yes,Master,No,5.1,D,Poor
315,Female,19,11,89.8,5.4,2.1,91.8,47.1,53.8,Yes,High School,Yes,7.1,C,Poor
316,Male,15,12,98.4,1.1,1.4,48.7,95.6,66.1,Yes,Bachelor,Yes,6.2,A,Poor
317,Female,21,11,87.0,7.6,14.2,89.2,78.4,66.3,Yes,Bachelor,Yes,4.2,B,Poor
318,Other,17,9,71.2,8.2,14.6,45.2,56.6,64.0,No,Master,Yes,7.1,A,Poor
319,Other,16,11,87.7,7.2,8.7,60.8,88.9,53.6,Yes,Master,No,7.4,C,Poor
320,Female,17,9,80.1,6.5,5.1,47.0,70.8,55.5,No,Master,No,7.4,B,Poor
321,Female,20,12,95.3,10.5,7.2,55.5,63.0,87.3,Yes,Secondary,No,6.5,C,Poor
322,Other,15,11,66.2,2.0,10.1,89.3,44.6,95.9,No,Bachelor,No,5.3,C,Poor
323,Other,17,10,77.5,3.2,11.0,92.4,52.4,52.2,Yes,Bachelor,Yes,8.7,A,Poor
324,Other,16,12,82.6,9.4,8.1,42.5,68.9,77.2,No,Bachelor,No,5.1,C,Poor
325,Male,21,10,57.4,9.8,7.2,72.4,70.1,63.6,Yes,Master,Yes,8.2,D,Poor
326,Other,20,9,55.5,3.3,8.7,59.5,76.8,55.6,No,Secondary,No,6.8,C,Poor
327,Male,20,12,74.1,5.6,11.3,61.9,64.0,67.0,Yes,Secondary,Yes,8.3,B,Poor
328,Female,21,10,61.6,11.6,2.2,88.3,50.6,70.0,No,Master,No,5.5,A,Poor
329,Male,21,10,57.7,10.0,7.1,77.8,67.0,60.1,No,Bachelor,No,6.1,D,Poor
330,Female,16,10,81.0,8.1,8.1,98.8,57.1,59.5,No,Master,Yes,6.3,C,Poor
331,Other,22,10,94.1,8.0,13.9,65.3,76.7,64.3,Yes,High School,Yes,6.1,C,Poor
332,Other,20,11,87.0,7.7,5.9,93.3,86.9,96.3,No,Master,Yes,5.1,A,Poor
333,Other,17,10,84.8,11.3,10.5,44.8,50.0,46.2,Yes,Master,Yes,4.2,D,Poor
334,Male,16,11,82.8,1.9,14.0,63.4,53.8,84.3,No,Secondary,Yes,7.2,B,Poor
335,Male,15,11,93.7,4.6,7.1,98.5,72.4,56.3,No,Secondary,Yes,7.5,D,Poor
336,Other,21,11,95.9,6.3,3.4,45.4,58.5,64.7,Yes,Bachelor,Yes,4.0,B,Poor
337,Female,20,12,79.1,8.6,7.4,85.3,58.0,86.0,No,Secondary,Yes,7.3,B,Poor
338,Other,21,12,72.8,2.8,11.1,63.4,62.7,55.8,No,Secondary,No,5.7,C,Poor
339,Male,21,9,63.2,4.2,9.6,77.1,56.3,77.4,Yes,Bachelor,Yes,4.9,A,Poor
340,Male,17,11,67.1,8.9,10.9,54.0,49.0,69.6,No,Master,No,8.7,D,Poor
341,Female,20,9,69.9,10.3,14.3,43.4,86.5,44.3,No,Secondary,Yes,9.4,C,Poor
342,Male,21,9,98.9,8.9,5.8,98.5,54.8,99.7,Yes,Master,Yes,7.1,B,Poor
343,Female,22,11,97.1,2.7,10.9,84.7,73.0,47.3,No,Bachelor,Yes,6.2,A,Poor
344,Male,18,10,83.5,4.6,2.5,56.6,47.2,87.3,Yes,High School,No,8.1,B,Poor
345,Male,20,10,62.1,2.0,9.3,95.9,99.8,77.5,Yes,Bachelor,Yes,8.2,A,Poor
346,Female,17,10,69.3,7.1,9.7,60.8,93.5,84.0,Yes,Master,No,8.3,C,Poor
347,Female,15,12,80.2,7.0,7.4,74.0,72.6,59.4,No,Bachelor,Yes,4.4,B,Poor
348,Female,22,11,79.4,6.0,11.6,70.4,84.0,93.0,No,Secondary,No,8.3,D,Poor
349,Other,18,12,89.5,2.7,4.2,64.6,59.3,45.8,Yes,High School,Yes,5.1,A,Poor
350,Male,18,12,63.6,1.3,9.6,63.3,69.4,77.4,No,High School,No,5.3,A,Poor
351,Male,15,12,96.8,10.2,7.0,78.3,61.7,84.6,No,Bachelor,Yes,8.9,C,Poor
352,Other,15,9,92.6,1.9,3.2,71.2,46.1,53.9,No,Secondary,Yes,7.2,B,Poor
353,Other,17,12,88.6,9.4,8.6,80.5,82.2,65.6,Yes,Secondary,Yes,7.3,C,Poor
354,Other,17,12,97.0,10.9,8.3,99.8,90.7,64.7,No,Bachelor,Yes,7.4,B,Poor
355,Other,21,11,71.2,6.0,14.4,40.0,42.1,57.1,Yes,Secondary,No,4.0,B,Poor
356,Female,18,9,89.7,11.4,12.3,95.1,70.7,74.2,Yes,High School,Yes,6.8,B,Poor
357,Female,17,11,95.0,3.7,3.8,58.0,74.2,74.1,Yes,High School,No,8.8,B,Poor
358,Other,22,9,81.8,4.3,11.0,74.6,44.7,43.4,No,Bachelor,No,6.5,A,Poor
359,Other,18,9,83.5,8.0,0.8,71.5,59.2,73.9,No,Secondary,Yes,4.3,D,Poor
360,Other,22,9,65.0,4.2,5.9,47.9,45.0,74.3,Yes,Master,No,4.5,D,Poor
361,Male,17,12,80.2,6.4,9.8,51.8,77.0,84.1,Yes,Secondary,Yes,5.6,D,Poor
362,Other,20,9,60.1,5.5,5.5,51.4,60.7,79.3,No,Secondary,No,7.7,D,Poor
363,Female,17,9,96.6,3.6,10.3,49.4,83.7,45.1,Yes,Secondary,Yes,9.2,C,Poor
364,Female,15,9,68.7,6.2,5.0,84.4,52.7,72.8,No,Master,Yes,8.2,A,Poor
365,Other,21,9,66.5,1.7,3.0,81.8,56.3,67.9,Yes,High School,No,8.0,C,Poor
366,Male,16,11,94.0,8.1,3.5,62.8,98.6,46.0,No,Master,Yes,5.1,D,Poor
367,Male,15,10,96.5,4.4,7.3,84.7,41.1,81.1,No,Bachelor,Yes,10.0,C,Poor
368,Other,15,11,94.5,10.8,12.2,41.8,73.3,56.8,Yes,Bachelor,No,7.9,A,Poor
369,Other,21,10,73.8,7.3,6.4,58.7,76.3,67.0,Yes,Secondary,Yes,7.5,B,Poor
370,Female,17,10,74.4,11.0,11.6,79.4,73.9,49.5,Yes,High School,Yes,5.9,B,Poor
371,Female,15,12,98.3,4.3,11.2,89.3,78.2,84.3,Yes,Secondary,Yes,4.8,A,Poor
372,Other,19,10,81.8,3.5,0.4,44.8,86.8,48.0,No,Bachelor,Yes,9.1,D,Poor
373,Male,22,10,63.7,1.4,11.5,40.9,56.2,64.8,Yes,Secondary,Yes,5.1,D,Poor
374,Other,22,11,94.0,10.8,6.4,86.6,76.5,89.5,No,Master,Yes,7.1,D,Poor
375,Male,22,10,78.3,5.4,11.0,73.5,71.0,77.8,Yes,Secondary,No,6.6,C,Poor
376,Female,19,10,74.0,7.7,0.8,71.0,48.5,89.8,No,High School,Yes,5.1,B,Poor
377,Female,21,11,75.3,3.0,8.9,82.8,52.1,67.3,No,Bachelor,Yes,8.3,A,Poor
378,Male,16,12,83.5,1.9,10.6,83.6,98.5,76.7,Yes,Master,No,4.3,B,Poor
379,Other,20,10,62.3,2.6,11.5,43.1,58.5,83.8,No,Bachelor,Yes,4.7,B,Poor
380,Male,18,11,55.5,6.5,7.5,88.4,76.5,69.6,Yes,Master,No,6.5,A,Poor
381,Male,15,11,82.9,7.1,12.4,42.9,48.9,79.2,Yes,Secondary,Yes,8.0,C,Poor
382,Male,20,9,59.9,11.9,2.4,57.1,79.7,82.0,Yes,Master,No,9.6,A,Poor
383,Female,19,11,95.4,10.0,11.4,90.6,43.9,68.2,Yes,Bachelor,No,7.2,B,Poor
384,Other,18,9,59.9,9.0,9.4,99.2,69.0,81.3,No,Master,No,5.6,C,Poor
385,Other,17,12,78.4,8.0,7.4,50.8,76.6,82.5,Yes,High School,Yes,4.1,A,Poor
386,Other,18,12,73.6,4.7,8.4,78.3,40.7,52.1,No,Bachelor,Yes,5.8,C,Poor
387,Male,15,11,70.4,9.0,9.2,41.7,50.5,59.8,No,Master,No,8.8,B,Poor
388,Male,22,12,95.1,6.9,5.0,87.0,64.8,84.6,No,Bachelor,Yes,5.2,C,Poor
389,Male,20,10,67.6,1.3,14.8,77.6,90.5,74.3,No,Secondary,Yes,9.2,C,Poor
390,Other,20,9,67.2,2.0,13.2,62.3,89.8,58.2,No,Secondary,Yes,6.2,A,Poor
391,Male,18,12,77.8,9.8,13.6,49.2,60.4,69.0,No,Bachelor,Yes,8.6,A,Poor
392,Male,17,9,75.7,8.9,7.8,40.2,95.9,81.2,Yes,Bachelor,No,9.3,A,Poor
393,Male,19,11,83.7,3.3,3.0,57.2,71.9,86.4,Yes,Bachelor,Yes,4.9,A,Poor
394,Other,15,9,64.3,4.9,4.8,48.5,82.3,57.0,Yes,Secondary,Yes,5.9,C,Poor
395,Male,22,10,56.3,10.9,0.8,63.0,45.2,63.5,No,Bachelor,No,6.0,B,Poor
396,Female,16,10,59.2,9.8,10.5,45.8,58.6,78.7,No,Master,Yes,9.7,B,Poor
397,Female,19,12,63.3,11.1,5.0,91.6,59.5,69.3,Yes,Master,Yes,6.1,D,Poor
398,Female,17,11,82.2,2.4,1.5,89.1,87.8,59.6,Yes,Bachelor,No,6.4,D,Poor
399,Other,18,10,79.7,11.7,5.8,60.4,88.8,75.5,No,Bachelor,Yes,5.0,A,Poor
400,Male,22,12,69.6,2.1,6.7,58.5,64.3,75.9,No,Bachelor,No,7.9,A,Poor
401,Male,16,10,94.9,10.9,9.5,40.0,48.8,49.0,No,Master,No,5.2,C,Poor
402,Other,19,11,96.3,11.3,10.8,94.9,99.4,75.0,No,Secondary,No,4.4,A,Poor
403,Other,15,11,59.9,4.1,0.5,65.9,75.4,77.5,No,Master,No,6.6,B,Poor
404,Female,17,10,63.5,5.2,13.9,90.4,49.3,99.8,Yes,Secondary,Yes,4.4,A,Poor
405,Other,17,12,84.6,11.7,2.0,48.2,88.4,91.6,No,Secondary,No,7.1,D,Poor
406,Female,21,10,63.4,7.7,8.7,90.8,54.2,70.1,No,Bachelor,Yes,9.9,D,Poor
407,Male,20,12,98.3,1.9,11.0,71.6,91.6,85.0,No,Master,Yes,7.1,A,Poor
408,Female,18,9,85.8,6.9,8.7,76.8,94.2,72.1,Yes,Master,No,7.1,D,Poor
409,Female,20,11,98.2,9.8,4.3,42.1,95.4,85.0,No,High School,No,7.5,A,Poor
410,Other,19,9,67.9,1.9,7.6,91.1,56.7,48.0,No,Bachelor,No,4.1,A,Poor
411,Other,17,10,84.7,5.1,2.6,87.0,54.2,50.8,Yes,Bachelor,Yes,9.8,B,Poor
412,Female,22,12,65.7,5.8,9.6,52.7,84.1,60.7,No,High School,Yes,5.0,D,Poor
413,Female,22,12,88.6,9.3,8.0,62.8,82.3,68.5,Yes,Master,Yes,5.7,D,Poor
414,Other,21,11,98.3,8.5,0.6,95.1,78.2,97.4,No,Bachelor,No,5.6,A,Poor
415,Other,19,12,75.7,8.4,3.6,80.3,86.2,71.2,Yes,Bachelor,Yes,8.0,A,Poor
416,Female,15,9,78.6,8.5,5.3,83.5,55.1,42.0,Yes,High School,Yes,9.7,A,Poor
417,Male,16,10,71.9,9.4,9.7,88.2,51.1,46.7,Yes,Bachelor,No,6.8,A,Poor
418,Female,22,12,86.1,8.3,11.6,55.4,86.8,56.6,Yes,Master,No,6.0,A,Poor
419,Female,19,10,74.8,6.4,13.9,76.6,50.7,69.5,Yes,Master,Yes,7.7,A,Poor
420,Other,22,11,59.6,1.8,8.6,55.0,66.8,93.8,Yes,High School,Yes,8.0,C,Poor
421,Other,17,11,95.7,7.3,7.7,96.4,69.4,66.2,Yes,Secondary,Yes,6.3,D,Poor
422,Other,16,11,70.0,4.3,0.8,99.8,78.8,61.9,No,High School,No,8.6,C,Poor
423,Male,18,9,98.5,8.3,4.5,63.4,46.4,81.3,No,High School,No,8.4,B,Poor
424,Male,15,9,87.4,7.5,7.3,43.8,72.4,58.5,No,High School,Yes,6.0,C,Poor
425,Female,15,9,64.5,8.2,7.8,96.4,92.2,72.2,Yes,High School,Yes,8.4,D,Poor
426,Female,15,9,65.9,8.1,0.2,78.0,94.3,89.2,Yes,Master,Yes,9.0,A,Poor
427,Male,16,12,81.8,7.8,0.9,52.2,60.2,90.2,No,Bachelor,Yes,9.9,B,Poor
428,Male,20,9,81.7,4.7,1.8,48.5,64.9,81.8,Yes,Master,Yes,9.6,A,Poor
429,Male,17,12,90.0,1.2,7.3,40.4,50.8,45.3,No,Master,No,8.2,B,Poor
430,Other,17,11,78.5,5.5,14.1,76.6,42.3,50.8,No,High School,No,6.1,A,Poor
431,Male,18,9,99.4,11.7,9.3,91.8,99.2,70.5,No,Secondary,No,4.3,A,Poor
432,Other,17,12,77.4,2.8,13.8,43.2,61.9,52.6,No,Bachelor,No,4.3,A,Poor
433,Male,17,9,76.8,2.3,13.4,83.3,75.6,59.6,Yes,Bachelor,Yes,8.7,C,Poor
434,Male,18,10,88.2,10.6,5.6,53.2,68.3,69.1,No,Secondary,Yes,9.6,D,Poor
435,Female,17,11,61.1,8.9,9.5,98.5,52.1,47.6,Yes,Bachelor,Yes,4.7,D,Poor
436,Female,22,10,89.2,3.4,4.4,49.4,87.7,97.2,Yes,Secondary,Yes,6.5,D,Poor
437,Other,18,12,92.7,4.1,11.0,84.2,54.8,59.6,Yes,Secondary,Yes,6.5,A,Poor
438,Female,15,9,74.2,5.3,12.1,81.8,45.9,69.7,Yes,High School,No,9.7,B,Poor
439,Female,20,10,84.1,2.0,7.2,58.3,82.2,91.5,Yes,Master,No,8.6,D,Poor
440,Female,17,12,86.7,1.0,9.4,63.1,81.4,71.9,No,Master,No,8.2,B,Poor
441,Other,16,11,88.1,1.6,14.2,80.5,93.3,46.7,No,Master,Yes,6.2,B,Poor
442,Other,16,10,61.2,4.7,8.1,78.9,84.2,85.1,Yes,Secondary,No,6.1,C,Poor
443,Female,21,9,57.9,4.8,7.3,71.6,47.4,82.6,No,Master,No,8.8,A,Poor
444,Female,18,9,58.6,10.9,4.3,97.4,46.6,56.6,Yes,Master,Yes,9.2,A,Poor
445,Female,19,10,76.3,5.6,11.1,41.3,51.3,41.3,Yes,Bachelor,No,7.5,C,Poor
446,Other,22,12,75.6,7.2,13.5,58.4,87.4,53.6,No,Bachelor,Yes,4.9,C,Poor
447,Male,22,10,87.0,4.1,14.6,90.4,81.6,80.0,Yes,Secondary,Yes,4.7,C,Poor
448,Female,17,11,71.6,3.3,10.6,79.9,98.7,48.9,No,Secondary,No,4.7,A,Poor
449,Female,21,10,97.7,11.2,2.3,98.2,72.8,70.4,No,Master,No,9.8,B,Poor
450,Female,22,9,87.9,10.9,2.1,73.1,58.5,64.1,Yes,Master,No,4.6,A,Poor
451,Other,18,10,90.2,9.4,2.9,45.0,91.0,80.6,Yes,Master,Yes,6.9,A,Poor
452,Female,20,10,87.2,5.7,5.8,40.7,60.7,58.5,No,High School,Yes,8.4,D,Poor
453,Female,21,11,62.4,9.0,13.5,83.7,64.9,90.1,Yes,Secondary,Yes,5.8,C,Poor
454,Other,16,12,59.0,5.5,13.7,64.9,73.3,82.6,Yes,Secondary,Yes,9.0,C,Poor
455,Male,22,11,92.6,4.3,8.4,67.8,41.6,40.1,No,Bachelor,No,4.7,C,Poor
456,Male,21,12,95.8,8.1,0.4,85.9,69.6,98.2,No,Master,No,9.2,D,Poor
457,Female,16,9,93.0,2.8,0.9,59.2,92.7,48.1,Yes,High School,No,6.2,C,Poor
458,Female,15,11,78.8,11.3,7.7,86.0,51.0,45.7,Yes,Bachelor,No,9.0,C,Poor
459,Other,19,11,59.3,7.4,12.3,40.8,71.1,62.4,No,Master,No,9.5,B,Poor
460,Male,16,10,77.7,10.1,11.9,73.5,81.4,97.1,Yes,Master,No,9.5,A,Poor
461,Male,17,12,70.7,8.6,2.1,66.5,99.3,71.4,No,Secondary,No,4.2,A,Poor
462,Male,18,10,86.0,4.4,3.1,98.9,65.5,85.8,Yes,High School,Yes,8.6,D,Poor
463,Male,15,9,56.5,8.3,8.9,68.1,94.5,42.6,No,High School,Yes,8.7,B,Poor
464,Male,18,11,56.3,2.6,11.2,56.6,74.8,61.1,Yes,High School,Yes,8.9,A,Poor
465,Other,18,10,98.4,2.9,11.3,40.3,83.5,95.5,No,Bachelor,Yes,6.6,A,Poor
466,Female,17,12,74.1,6.7,6.1,85.7,58.9,68.0,Yes,Master,No,8.2,A,Poor
467,Female,16,12,60.2,4.1,9.0,58.7,98.6,66.6,No,Bachelor,No,5.1,A,Poor
468,Other,22,11,63.1,12.0,7.4,46.3,66.3,79.5,Yes,High School,Yes,6.4,A,Poor
469,Male,17,11,98.9,4.7,8.9,99.4,47.4,90.3,No,Bachelor,No,8.5,D,Poor
470,Female,20,12,99.4,6.6,2.2,67.3,47.3,69.4,Yes,Secondary,Yes,4.6,A,Poor
471,Female,16,9,98.7,5.2,10.2,49.2,77.3,45.8,Yes,Master,No,5.2,D,Poor
472,Other,22,11,79.4,9.9,8.1,41.1,85.8,99.4,Yes,Master,No,5.9,D,Poor
473,Female,22,9,56.5,7.1,12.9,58.2,82.4,69.5,Yes,Bachelor,No,6.9,A,Poor
474,Other,22,12,76.4,10.4,7.6,63.5,69.7,98.3,No,Bachelor,No,4.4,A,Poor
475,Female,17,11,91.4,7.4,11.5,77.5,62.8,65.7,No,Master,No,4.3,B,Poor
476,Male,18,11,81.7,11.0,1.0,58.3,60.3,41.2,No,High School,No,7.9,D,Poor
477,Female,21,9,86.3,7.5,14.8,62.7,63.4,74.4,No,High School,Yes,6.0,C,Poor
478,Other,17,11,71.4,5.8,7.5,90.8,87.2,90.4,Yes,Bachelor,No,4.3,D,Poor
479,Other,18,9,87.3,7.4,8.9,56.4,74.0,71.9,No,Secondary,No,8.8,C,Poor
480,Female,19,11,64.0,5.4,9.4,67.2,85.8,50.8,Yes,Secondary,No,5.3,D,Poor
481,Other,19,12,97.1,9.0,0.9,52.0,67.7,54.4,No,Master,No,5.9,A,Poor
482,Female,18,11,92.1,8.1,3.8,76.1,64.4,46.8,Yes,High School,Yes,8.8,C,Poor
483,Female,22,12,74.0,11.0,3.0,56.4,41.7,87.4,No,Secondary,Yes,9.8,D,Poor
484,Male,15,9,69.1,4.3,1.0,97.3,93.8,80.3,Yes,Master,Yes,5.4,A,Poor
485,Female,19,9,65.7,2.3,12.1,59.8,75.1,63.4,Yes,Master,Yes,4.9,B,Poor
486,Female,18,12,73.4,10.5,0.8,72.0,82.0,46.8,No,Master,Yes,9.8,B,Poor
487,Female,20,11,92.0,1.2,14.5,76.3,90.5,79.7,Yes,Secondary,No,7.3,C,Poor
488,Other,20,9,79.1,3.6,6.6,40.5,97.6,95.7,No,Bachelor,Yes,9.6,B,Poor
489,Male,19,10,96.2,7.9,13.2,86.0,64.4,42.0,Yes,Master,No,8.4,C,Poor
490,Male,21,10,86.4,6.6,5.3,76.1,88.8,84.3,No,High School,Yes,7.8,B,Poor
491,Other,22,10,55.1,3.2,4.6,74.5,46.6,55.0,Yes,Master,No,6.7,B,Poor
492,Male,19,11,91.0,3.2,6.2,50.9,92.6,96.7,Yes,High School,Yes,9.5,B,Poor
493,Female,16,10,66.8,10.4,0.7,77.1,76.0,49.0,No,Secondary,Yes,4.1,D,Poor
494,Other,22,12,60.3,8.8,2.9,91.7,86.9,57.3,No,Master,Yes,6.6,B,Poor
495,Female,18,10,73.8,5.5,2.2,57.4,55.7,77.1,Yes,Bachelor,No,4.5,D,Poor
496,Female,17,12,85.9,8.8,10.6,84.2,55.4,45.7,Yes,High School,No,9.6,D,Poor
497,Other,20,9,55.2,6.5,5.7,98.7,80.3,47.9,Yes,Secondary,No,5.0,D,Poor
498,Female,20,10,59.0,8.8,6.5,55.6,58.8,98.7,No,Bachelor,No,9.6,C,Poor
499,Other,19,11,78.3,5.8,2.5,84.2,69.5,97.0,No,High School,Yes,4.9,B,Poor
500,Male,17,12,66.7,8.8,6.5,99.7,95.6,42.4,No,Master,No,7.0,B,Poor
501,Female,16,9,64.2,4.1,12.5,85.0,89.4,73.8,Yes,High School,Yes,6.5,A,Poor
502,Female,18,9,94.9,1.3,10.2,80.8,63.7,75.4,Yes,Bachelor,Yes,4.2,D,Poor
503,Female,22,11,81.7,1.1,14.5,79.4,97.1,59.5,Yes,Secondary,Yes,8.8,C,Poor
504,Male,20,9,79.6,7.6,1.4,55.3,54.4,86.3,No,High School,Yes,9.1,B,Poor
505,Female,21,11,84.1,11.5,2.3,57.9,88.1,84.2,No,Secondary,No,8.0,C,Poor
506,Female,18,12,94.8,6.2,8.4,65.4,85.4,88.7,Yes,Master,No,4.6,C,Poor
507,Other,22,10,84.1,8.8,14.0,71.6,78.8,45.0,No,Master,Yes,9.4,D,Poor
508,Male,19,10,85.8,4.3,3.7,65.7,74.1,73.1,Yes,High School,No,6.5,D,Poor
509,Female,19,11,81.4,9.5,0.2,84.4,67.8,87.2,No,High School,Yes,6.5,C,Poor
510,Other,20,12,89.1,5.9,12.1,60.5,95.1,88.6,Yes,Secondary,Yes,8.5,C,Poor
511,Female,16,9,55.3,2.3,2.6,68.6,81.5,92.1,No,Bachelor,No,8.1,D,Poor
512,Male,19,10,61.1,3.1,12.2,81.8,51.3,41.6,No,Secondary,Yes,6.6,B,Poor
513,Female,16,12,61.7,5.6,1.7,94.1,84.3,66.7,No,Master,Yes,9.2,B,Poor
514,Female,18,12,57.3,1.1,9.5,82.8,98.8,90.9,No,High School,No,6.4,D,Poor
515,Other,18,9,78.8,5.6,4.7,43.8,93.6,65.0,No,High School,No,7.7,C,Poor
516,Other,22,12,55.9,4.2,2.9,60.6,53.9,53.2,No,Master,Yes,9.3,D,Poor
517,Other,21,11,90.8,9.8,12.7,77.3,56.9,85.0,No,Secondary,Yes,5.2,D,Poor
518,Female,16,12,68.7,3.3,0.7,41.1,92.9,61.4,Yes,Secondary,Yes,8.8,C,Poor
